city,state,state_full_name,lat,lng,id
Pismo Beach,CA,California,35.1492,-120.6506,1840020416
Campbell,CA,California,37.2801,-121.9538,1840018949
Fountain Valley,CA,California,33.7105,-117.9514,1840020575
Trona,CA,California,35.815,-117.3449,1840076398
Keeler,CA,California,36.4846,-117.872,1840017645
Carmel Valley Village,CA,California,36.4824,-121.7198,1840028359
El Centro,CA,California,32.7867,-115.5586,1840020630
Torrance,CA,California,33.8346,-118.3417,1840021873
Oakdale,CA,California,37.7616,-120.8471,1840020289
San Juan Bautista,CA,California,36.8457,-121.5384,1840021631
Holtville,CA,California,32.8129,-115.3779,1840020631
East Orosi,CA,California,36.5481,-119.2599,1840019033
Newcastle,CA,California,38.8678,-121.1318,1840024512
Clearlake Riviera,CA,California,38.9512,-122.7207,1840075664
Vacaville,CA,California,38.359,-121.968,1840021498
Quartz Hill,CA,California,34.6527,-118.2163,1840019210
Chualar,CA,California,36.5711,-121.5103,1840017679
Palermo,CA,California,39.4313,-121.5226,1840018777
Nice,CA,California,39.1266,-122.8525,1840018803
Seaside,CA,California,36.6224,-121.8191,1840021634
Simi Valley,CA,California,34.2663,-118.749,1840021843
Plainview,CA,California,36.1423,-119.1375,1840024876
Beckwourth,CA,California,39.8485,-120.4111,1840017511
Willows,CA,California,39.5149,-122.1995,1840021438
Menlo Park,CA,California,37.4686,-122.1672,1840020305
Valley Home,CA,California,37.8272,-120.9143,1840024711
North Highlands,CA,California,38.6713,-121.3721,1840018841
Indianola,CA,California,40.8133,-124.0808,1840026322
Mission Viejo,CA,California,33.6095,-117.655,1840020580
Alamo,CA,California,37.8546,-122.0131,1840017609
Rail Road Flat,CA,California,38.3168,-120.491,1840018866
Thermalito,CA,California,39.4909,-121.615,1840018780
Lomita,CA,California,33.7933,-118.3175,1840020489
Potter Valley,CA,California,39.319,-123.1123,1840026601
Indian Wells,CA,California,33.7036,-116.3396,1840019303
Lower Lake,CA,California,38.9118,-122.6084,1840017547
Burbank,CA,California,34.1879,-118.3235,1840019233
Casa Conejo,CA,California,34.1847,-118.9445,1840017912
Rosedale,CA,California,35.3887,-119.2058,1840019141
Coronado,CA,California,32.664,-117.16,1840019354
Warm Springs,CA,California,33.7067,-117.3344,1840076411
Dustin Acres,CA,California,35.2159,-119.375,1840019129
Yucca Valley,CA,California,34.1234,-116.4216,1840022726
Maxwell,CA,California,39.2771,-122.1946,1840024470
Patton Village,CA,California,40.1401,-120.1778,1840028300
Upland,CA,California,34.1178,-117.6604,1840021730
El Cerrito,CA,California,37.9197,-122.3025,1840020275
Shingletown,CA,California,40.5035,-121.86,1840018728
Anderson,CA,California,40.451,-122.2962,1840018733
Bloomington,CA,California,34.0601,-117.4013,1840017799
Palm Springs,CA,California,33.8017,-116.5382,1840020556
Atherton,CA,California,37.4539,-122.2032,1840020308
Needles,CA,California,34.8164,-114.6189,1840020409
Clipper Mills,CA,California,39.5324,-121.1666,1840025566
Weldon,CA,California,35.6431,-118.3103,1840019145
Altadena,CA,California,34.1928,-118.1345,1840017918
National City,CA,California,32.6654,-117.0983,1840020622
Foresthill,CA,California,39.0053,-120.8313,1840017558
Daphnedale Park,CA,California,41.5089,-120.5507,1840028148
American Canyon,CA,California,38.1796,-122.2583,1840018834
Plymouth,CA,California,38.4776,-120.8584,1840020249
Rialto,CA,California,34.1175,-117.3894,1840020407
Rohnert Park,CA,California,38.348,-122.6964,1840020243
Dinuba,CA,California,36.5453,-119.3987,1840019044
Pacific Grove,CA,California,36.6191,-121.9255,1840020359
Rosamond,CA,California,34.8658,-118.2154,1840019140
Roseville,CA,California,38.7691,-121.3178,1840020233
Angels,CA,California,38.0706,-120.5501,1840074780
Occidental,CA,California,38.4004,-122.9349,1840018837
Vista,CA,California,33.1896,-117.2386,1840021994
Phelan,CA,California,34.4398,-117.5248,1840025798
Sunnyside,CA,California,36.7294,-119.6945,1840024781
Johnstonville,CA,California,40.3789,-120.5846,1840024202
Inverness,CA,California,38.0821,-122.8471,1840017602
Acton,CA,California,34.4956,-118.1858,1840017917
Pasadena,CA,California,34.1597,-118.139,1840020505
Alleghany,CA,California,39.4666,-120.841,1840022445
Tres Pinos,CA,California,36.7904,-121.3106,1840024855
Castaic,CA,California,34.4818,-118.6317,1840022826
Stonyford,CA,California,39.3703,-122.5445,1840024472
Covelo,CA,California,39.8025,-123.2499,1840017533
Vandenberg Village,CA,California,34.7111,-120.4623,1840019185
Cambria,CA,California,35.5523,-121.0847,1840017806
Miranda,CA,California,40.2289,-123.8174,1840009298
Silverado Resort,CA,California,38.3536,-122.2556,1840076237
Amesti,CA,California,36.9583,-121.7805,1840028334
Planada,CA,California,37.2892,-120.3207,1840018932
Hyampom,CA,California,40.6262,-123.4689,1840024174
Gold Mountain,CA,California,39.7613,-120.5191,1840038257
China Lake Acres,CA,California,35.6387,-117.7667,1840028339
Valle Vista,CA,California,33.7436,-116.8872,1840019292
Los Alamos,CA,California,34.7375,-120.2783,1840017886
Pine Flat,CA,California,35.8737,-118.6427,1840024875
Newark,CA,California,37.5204,-122.0312,1840020295
Santee,CA,California,32.8554,-116.9851,1840021992
Mi-Wuk Village,CA,California,38.057,-120.179,1840018879
Sereno del Mar,CA,California,38.3836,-123.0732,1840076217
Walnut Park,CA,California,33.9683,-118.222,1840019218
Santa Paula,CA,California,34.3521,-119.0698,1840021842
San Ardo,CA,California,36.0238,-120.9074,1840019021
Del Rey,CA,California,36.6562,-119.5993,1840018938
Mono Vista,CA,California,38.0124,-120.2697,1840018880
Lake Forest,CA,California,33.6606,-117.6712,1840020591
Sonora,CA,California,37.9819,-120.3828,1840021511
Dobbins,CA,California,39.3657,-121.2128,1840022450
Newport Beach,CA,California,33.6151,-117.8669,1840020581
Peters,CA,California,37.9763,-121.0439,1840024698
Santa Clara,CA,California,37.3646,-121.968,1840021571
Pine Valley,CA,California,32.8415,-116.5107,1840019344
Laguna Woods,CA,California,33.6099,-117.7299,1840020590
Penngrove,CA,California,38.3005,-122.6707,1840024619
Elizabeth Lake,CA,California,34.659,-118.3783,1840075741
Montara,CA,California,37.5482,-122.4924,1840018922
Lennox,CA,California,33.938,-118.3586,1840017923
Barstow,CA,California,34.8661,-117.0472,1840019118
Walnut Grove,CA,California,38.2477,-121.528,1840018847
Redway,CA,California,40.1209,-123.822,1840018717
Desert Palms,CA,California,33.779,-116.293,1840043016
Pajaro,CA,California,36.9016,-121.7417,1840019019
Mesa Vista,CA,California,38.8103,-119.8033,1840028411
Azusa,CA,California,34.1386,-117.9124,1840019226
Half Moon Bay,CA,California,37.4688,-122.4383,1840020303
Los Gatos,CA,California,37.2302,-121.956,1840021575
Pinole,CA,California,37.9931,-122.2834,1840020281
Hoopa,CA,California,41.0803,-123.6972,1840010406
San Anselmo,CA,California,37.9821,-122.5699,1840022520
San Martin,CA,California,37.0829,-121.5963,1840018948
Auberry,CA,California,37.0754,-119.49,1840017628
Sky Valley,CA,California,33.8912,-116.3551,1840025034
Easton,CA,California,36.6524,-119.7908,1840017633
McKinleyville,CA,California,40.9489,-124.0857,1840017485
Alto,CA,California,37.9056,-122.5187,1840027992
Sausalito,CA,California,37.858,-122.4932,1840021514
Highlands-Baywood Park,CA,California,37.5227,-122.3448,1840074119
Allendale,CA,California,38.4426,-121.9814,1840022509
Rosemont,CA,California,38.5477,-121.3553,1840018844
Dublin,CA,California,37.7161,-121.8964,1840018916
Tarpey Village,CA,California,36.7941,-119.7012,1840024782
San Lorenzo,CA,California,37.6737,-122.1349,1840018912
Day Valley,CA,California,37.0255,-121.8559,1840028365
Paxton,CA,California,40.0334,-121.003,1840018766
Cedar Slope,CA,California,36.1436,-118.5771,1840024867
Seacliff,CA,California,36.977,-121.9176,1840028410
Stockton,CA,California,37.9766,-121.3111,1840021517
Angwin,CA,California,38.5776,-122.4512,1840017570
Tecopa,CA,California,35.835,-116.2074,1840018956
Durham,CA,California,39.6232,-121.7875,1840018775
Orcutt,CA,California,34.8668,-120.4269,1840019183
Emerald Lake Hills,CA,California,37.4663,-122.2675,1840028374
Guinda,CA,California,38.8274,-122.1985,1840026714
Salton Sea Beach,CA,California,33.3759,-116.0113,1840019375
Fairfield,CA,California,38.2594,-122.0319,1840020253
Vineyard,CA,California,38.4744,-121.319,1840018846
Acalanes Ridge,CA,California,37.9045,-122.0786,1840075577
North Edwards,CA,California,35.0474,-117.8093,1840019136
Rosemead,CA,California,34.0688,-118.0823,1840020495
Milford,CA,California,40.1634,-120.3686,1840026366
Honcut,CA,California,39.3326,-121.5387,1840025570
Escalon,CA,California,37.7912,-120.9981,1840020262
Rossmoor,CA,California,33.7886,-118.0803,1840019320
Ojai,CA,California,34.4487,-119.2469,1840020473
Placerville,CA,California,38.7308,-120.7978,1840020238
South El Monte,CA,California,34.0493,-118.0484,1840021869
Millville,CA,California,40.5576,-122.1696,1840018729
Temescal Valley,CA,California,33.7581,-117.4677,1840043023
Diablo,CA,California,37.8408,-121.9565,1840018896
Panorama Heights,CA,California,35.8068,-118.627,1840139203
Fulton,CA,California,38.4937,-122.7734,1840024615
Rancho Mirage,CA,California,33.7634,-116.4271,1840020558
Yuba City,CA,California,39.1357,-121.6381,1840021463
San Diego Country Estates,CA,California,33.0093,-116.7874,1840028398
Capitola,CA,California,36.9772,-121.9539,1840018959
Lanare,CA,California,36.4377,-119.9322,1840017636
Contra Costa Centre,CA,California,37.9261,-122.0539,1840028422
Kennedy Meadows,CA,California,36.0076,-118.11,1840042238
Rancho Santa Margarita,CA,California,33.6317,-117.5989,1840020584
North Shore,CA,California,33.5157,-115.9092,1840038388
Interlaken,CA,California,36.9505,-121.7363,1840017653
Homestead Valley,CA,California,34.273,-116.4145,1840043055
Coleville,CA,California,38.5834,-119.516,1840022498
Knightsen,CA,California,37.9633,-121.6511,1840017614
Mendocino,CA,California,39.311,-123.7908,1840018782
Dunsmuir,CA,California,41.2319,-122.2714,1840018697
Kings Beach,CA,California,39.249,-120.0201,1840017560
Myers Flat,CA,California,40.2666,-123.8737,1840025523
Corona,CA,California,33.862,-117.5641,1840019305
East Shore,CA,California,40.2451,-121.0768,1840028342
Yreka,CA,California,41.7292,-122.6311,1840021320
Beaumont,CA,California,33.907,-116.9762,1840019298
Bear Creek,CA,California,37.2966,-120.4177,1840026834
San Pablo,CA,California,37.9628,-122.3425,1840021529
Alpine Village,CA,California,38.7856,-119.8009,1840028412
Dorrington,CA,California,38.2949,-120.2706,1840018862
Smith River,CA,California,41.925,-124.1494,1840025511
Oakley,CA,California,37.9929,-121.6951,1840020279
Agua Dulce,CA,California,34.5044,-118.316,1840022825
McArthur,CA,California,41.0415,-121.4068,1840017493
Oroville East,CA,California,39.4947,-121.4866,1840074539
Meridian,CA,California,39.1404,-121.9079,1840024523
Dixon Lane-Meadow Creek,CA,California,37.3864,-118.4153,1840074358
Chino Hills,CA,California,33.9507,-117.7253,1840019115
Bonsall,CA,California,33.2761,-117.1942,1840018016
Folsom,CA,California,38.6669,-121.1422,1840020246
Susanville,CA,California,40.4205,-120.6129,1840021348
San Rafael,CA,California,37.9904,-122.5222,1840021513
Calabasas,CA,California,34.1375,-118.6689,1840019234
Cuyama,CA,California,34.9312,-119.6148,1840022805
Wawona,CA,California,37.5482,-119.6395,1840024756
Concow,CA,California,39.7733,-121.5196,1840028362
Westlake Village,CA,California,34.1369,-118.8221,1840037458
Sisquoc,CA,California,34.8622,-120.2942,1840024985
Jackson,CA,California,38.3485,-120.7728,1840018852
Trowbridge,CA,California,38.9263,-121.5148,1840024527
Calistoga,CA,California,38.5818,-122.5824,1840018835
Ladera Ranch,CA,California,33.5491,-117.6416,1840028333
Cleone,CA,California,39.4927,-123.7812,1840025584
Ford City,CA,California,35.1647,-119.4584,1840017817
University of California-Davis,CA,California,38.5374,-121.7576,1840042938
Oasis,CA,California,33.5275,-116.1261,1840026987
Marina,CA,California,36.6812,-121.7894,1840020357
San Clemente,CA,California,33.4498,-117.6103,1840021962
Whittier,CA,California,33.9678,-118.0188,1840021878
Mono City,CA,California,38.0412,-119.1466,1840028305
Laguna Beach,CA,California,33.5449,-117.7613,1840020587
Kernville,CA,California,35.7531,-118.4321,1840017822
Silver City,CA,California,36.4638,-118.6508,1840024880
Ripon,CA,California,37.7415,-121.1309,1840020264
Mexican Colony,CA,California,35.4689,-119.2687,1840026945
Bella Vista,CA,California,40.6502,-122.245,1840022392
Hydesville,CA,California,40.5579,-124.0822,1840017486
Niland,CA,California,33.2387,-115.5146,1840019371
Bodega Bay,CA,California,38.325,-123.0308,1840017571
Calpine,CA,California,39.6633,-120.4436,1840022446
Hat Creek,CA,California,40.8101,-121.4809,1840028323
Boulevard,CA,California,32.664,-116.2896,1840022968
Carson,CA,California,33.8374,-118.2559,1840019214
Guadalupe,CA,California,34.9608,-120.5735,1840020467
Elkhorn,CA,California,36.8103,-121.7211,1840017683
Delleker,CA,California,39.8101,-120.4968,1840018763
Huntington Beach,CA,California,33.696,-118.0025,1840020578
Williams,CA,California,39.1487,-122.1373,1840021460
Solvang,CA,California,34.5936,-120.1401,1840021831
Sebastopol,CA,California,38.4,-122.8277,1840021489
Elk Grove,CA,California,38.416,-121.384,1840020245
Ripley,CA,California,33.5238,-114.653,1840025033
Corning,CA,California,39.9282,-122.182,1840018762
Cherokee Strip,CA,California,35.4698,-119.2617,1840026942
Crestline,CA,California,34.2486,-117.289,1840017796
Blacklake,CA,California,35.0497,-120.5387,1840075635
Irvine,CA,California,33.6772,-117.7738,1840019325
San Marino,CA,California,34.1224,-118.1132,1840021863
Cherryland,CA,California,37.6792,-122.1038,1840028361
Baldwin Park,CA,California,34.0829,-117.9721,1840019227
Bertsch-Oceanview,CA,California,41.7524,-124.1594,1840036786
Fair Oaks,CA,California,38.6504,-121.2497,1840017580
Arroyo Grande,CA,California,35.1242,-120.5845,1840019125
Sunnyside-Tahoe City,CA,California,39.1504,-120.1613,1840037346
Orland,CA,California,39.7461,-122.1855,1840020209
Alhambra Valley,CA,California,37.9665,-122.132,1840075603
Hughson,CA,California,37.602,-120.866,1840020285
Santa Nella,CA,California,37.1014,-121.0153,1840076205
Mendota,CA,California,36.7555,-120.3777,1840020321
Zayante,CA,California,37.0889,-122.0414,1840024798
Bonny Doon,CA,California,37.0435,-122.1369,1840022568
Marysville,CA,California,39.1518,-121.5836,1840020219
Tracy,CA,California,37.726,-121.444,1840021518
Winters,CA,California,38.532,-121.9781,1840021484
Rose Hills,CA,California,34.009,-118.042,1840075983
Tehachapi,CA,California,35.127,-118.475,1840021737
Mabie,CA,California,39.7771,-120.5447,1840025548
East Whittier,CA,California,33.9244,-117.9887,1840019205
Florence-Graham,CA,California,33.9682,-118.2447,1840037057
Los Alamitos,CA,California,33.7972,-118.0594,1840020579
Mad River,CA,California,40.4325,-123.4917,1840024176
Madison,CA,California,38.675,-121.9702,1840024602
Salida,CA,California,37.7145,-121.087,1840018908
Ivanhoe,CA,California,36.3886,-119.2202,1840017694
San Carlos,CA,California,37.4982,-122.268,1840021550
Wasco,CA,California,35.5938,-119.3671,1840021738
Magalia,CA,California,39.8228,-121.6078,1840017530
North Richmond,CA,California,37.9642,-122.3711,1840024709
Cassel,CA,California,40.9213,-121.5515,1840025534
Hesperia,CA,California,34.3975,-117.3147,1840020404
Tupman,CA,California,35.2987,-119.3576,1840019142
Prattville,CA,California,40.206,-121.1575,1840018767
Home Garden,CA,California,36.303,-119.637,1840017717
Fairview,CA,California,37.6761,-122.0481,1840028375
Storrie,CA,California,39.9239,-121.3188,1840018771
Homewood Canyon,CA,California,35.89,-117.3863,1840075917
Almanor,CA,California,40.2146,-121.1762,1840017510
San Marcos,CA,California,33.135,-117.1743,1840021991
El Segundo,CA,California,33.9169,-118.4021,1840020481
Poso Park,CA,California,35.8114,-118.6363,1840024878
Keyes,CA,California,37.5618,-120.9088,1840017618
Mineral,CA,California,40.3755,-121.5694,1840018760
La Palma,CA,California,33.8504,-118.0406,1840020586
Meiners Oaks,CA,California,34.4505,-119.2731,1840019196
Broadmoor,CA,California,37.6914,-122.4811,1840017623
Darwin,CA,California,36.2688,-117.5891,1840018951
Little Valley,CA,California,40.893,-121.1781,1840028087
Weott,CA,California,40.3226,-123.9209,1840009359
August,CA,California,37.9796,-121.2625,1840028357
Fowler,CA,California,36.6246,-119.6739,1840020318
Yountville,CA,California,38.3963,-122.3671,1840021487
Willits,CA,California,39.4047,-123.3494,1840021421
Big Bear Lake,CA,California,34.2429,-116.895,1840019119
Clayton,CA,California,37.9403,-121.9301,1840018901
Camarillo,CA,California,34.223,-119.0322,1840019201
Mayflower Village,CA,California,34.1159,-118.0096,1840028387
Piru,CA,California,34.4075,-118.7999,1840019200
Buena Vista,CA,California,38.2974,-120.9179,1840022499
Saratoga,CA,California,37.2684,-122.0263,1840021572
Bodega,CA,California,38.3488,-122.9712,1840022486
La Presa,CA,California,32.711,-117.0027,1840018023
Channel Islands Beach,CA,California,34.1586,-119.2231,1840028360
Del Aire,CA,California,33.9168,-118.3693,1840028367
Shaver Lake,CA,California,37.0971,-119.3245,1840018939
Stinson Beach,CA,California,37.9051,-122.6457,1840018891
Oxnard,CA,California,34.1962,-119.1819,1840020474
Valley Springs,CA,California,38.1837,-120.815,1840018870
San Luis Obispo,CA,California,35.267,-120.6689,1840021734
Yucaipa,CA,California,34.0336,-117.043,1840021732
Gilroy,CA,California,37.0047,-121.5856,1840020327
Temecula,CA,California,33.4928,-117.1315,1840021937
Kenwood,CA,California,38.4153,-122.5387,1840024618
La Mesa,CA,California,32.7703,-117.0204,1840020625
Escondido,CA,California,33.1347,-117.0723,1840020620
Hilmar-Irwin,CA,California,37.4045,-120.8504,1840074136
Verdi,CA,California,39.5237,-120.0164,1840024382
Penryn,CA,California,38.8478,-121.1699,1840026667
Arnold,CA,California,38.2423,-120.3547,1840017590
Blackhawk,CA,California,37.816,-121.9071,1840028358
Greeley Hill,CA,California,37.7569,-120.129,1840024754
King City,CA,California,36.2166,-121.133,1840020360
Sierra Village,CA,California,38.0768,-120.1624,1840024693
North Gate,CA,California,37.9062,-121.9981,1840075981
Alta Sierra,CA,California,39.1237,-121.0523,1840017553
Centerville,CA,California,36.7361,-119.496,1840022563
Wilsonia,CA,California,36.7346,-118.9558,1840024885
Woodland,CA,California,38.6712,-121.75,1840021485
Tiburon,CA,California,37.8854,-122.4637,1840022521
Manila,CA,California,40.8513,-124.1631,1840026323
Santa Margarita,CA,California,35.3894,-120.6084,1840024942
Camp Nelson,CA,California,36.142,-118.6107,1840024866
Oceanside,CA,California,33.2247,-117.3083,1840020623
South San Jose Hills,CA,California,34.0123,-117.9041,1840019208
Weed,CA,California,41.4128,-122.3816,1840021319
Mountain House,CA,California,37.774,-121.5452,1840026768
Big Bend,CA,California,41.0108,-121.9239,1840017490
Boyes Hot Springs,CA,California,38.3126,-122.4888,1840017572
Lake Davis,CA,California,39.8564,-120.463,1840017525
Alturas,CA,California,41.4898,-120.5516,1840018708
Monson,CA,California,36.4927,-119.3358,1840024872
Daly City,CA,California,37.6863,-122.4684,1840018926
Sierra Brooks,CA,California,39.6426,-120.2153,1840028319
London,CA,California,36.481,-119.444,1840017692
Eureka,CA,California,40.7941,-124.1568,1840009558
Aliso Viejo,CA,California,33.5792,-117.7289,1840019321
Sunnyvale,CA,California,37.3836,-122.0257,1840021573
Soda Bay,CA,California,39.0024,-122.7794,1840024461
Cathedral City,CA,California,33.8363,-116.4642,1840019293
East Richmond Heights,CA,California,37.9451,-122.314,1840028372
Hermosa Beach,CA,California,33.8654,-118.3966,1840020487
Lake Almanor Country Club,CA,California,40.2578,-121.147,1840028417
Brisbane,CA,California,37.6898,-122.4019,1840028147
Cerritos,CA,California,33.8677,-118.0686,1840019215
Corte Madera,CA,California,37.9238,-122.5129,1840022519
Reliez Valley,CA,California,37.9399,-122.1026,1840076147
Tobin,CA,California,39.9361,-121.2959,1840018769
Mountain View,CA,California,37.4,-122.0796,1840020332
Pleasure Point,CA,California,36.9618,-121.9715,1840074532
Ross,CA,California,37.9638,-122.5615,1840021515
Ponderosa,CA,California,36.105,-118.5293,1840028302
Firebaugh,CA,California,36.8534,-120.4537,1840020317
Selma,CA,California,36.5744,-119.6156,1840021567
Portola Valley,CA,California,37.3713,-122.2203,1840021553
Lodoga,CA,California,39.3041,-122.5058,1840024469
Sugarloaf Village,CA,California,35.8269,-118.6355,1840028304
Walnut Creek,CA,California,37.9025,-122.0398,1840021531
Ferndale,CA,California,40.5799,-124.2619,1840020125
Fortuna,CA,California,40.586,-124.1424,1840009553
Artesia,CA,California,33.8676,-118.0806,1840019224
Kennedy,CA,California,37.929,-121.2457,1840028346
Salinas,CA,California,36.6884,-121.6317,1840021632
Rancho Santa Fe,CA,California,33.024,-117.1992,1840019348
Burnt Ranch,CA,California,40.8111,-123.5082,1840022390
Clay,CA,California,38.314,-121.1596,1840022491
Rio Vista,CA,California,38.1761,-121.7034,1840020254
Hayward,CA,California,37.6328,-122.0772,1840020293
Butte Creek Canyon,CA,California,39.7489,-121.6969,1840042807
Jamestown,CA,California,37.9574,-120.411,1840017600
San Miguel,CA,California,37.8867,-122.0369,1840076163
College City,CA,California,39.0063,-122.0068,1840022464
Colfax,CA,California,39.0938,-120.9532,1840018818
June Lake,CA,California,37.7677,-119.1022,1840024629
Yankee Hill,CA,California,39.7007,-121.5147,1840025575
Lucas Valley-Marinwood,CA,California,38.0405,-122.5765,1840073922
Douglas City,CA,California,40.6636,-122.9261,1840024173
Pioneer,CA,California,38.4355,-120.5848,1840024638
Eucalyptus Hills,CA,California,32.885,-116.9453,1840026996
Boulder Creek,CA,California,37.1341,-122.1271,1840017650
McFarland,CA,California,35.6781,-119.2414,1840020419
Mountain Center,CA,California,33.7112,-116.7248,1840026986
Tonyville,CA,California,36.2474,-119.0903,1840024882
El Paso de Robles,CA,California,35.6394,-120.656,1840074847
Palmdale,CA,California,34.5944,-118.1057,1840020502
Nicasio,CA,California,38.0606,-122.7008,1840026766
McClellan Park,CA,California,38.6631,-121.4015,1840038292
Industry,CA,California,34.0175,-117.9268,1840019236
Chilcoot-Vinton,CA,California,39.8067,-120.1388,1840073908
Garnet,CA,California,33.9179,-116.4796,1840026985
Lake Riverside,CA,California,33.5173,-116.8107,1840075921
Lakeview,CA,California,33.8285,-117.1233,1840017990
Duarte,CA,California,34.1609,-117.9504,1840019246
San Juan Capistrano,CA,California,33.5009,-117.6544,1840021963
Wofford Heights,CA,California,35.7127,-118.4731,1840019146
Arvin,CA,California,35.1944,-118.8306,1840019147
Monterey Park,CA,California,34.0497,-118.1326,1840020500
Turlock,CA,California,37.5053,-120.8587,1840021533
Indio Hills,CA,California,33.8411,-116.2484,1840025030
Mecca,CA,California,33.5767,-116.0645,1840019285
Downey,CA,California,33.9379,-118.1312,1840019245
Alameda,CA,California,37.767,-122.2673,1840018913
Three Rivers,CA,California,36.4319,-118.8806,1840019038
Pine Mountain Club,CA,California,34.8446,-119.1669,1840028071
Pasatiempo,CA,California,37.0035,-122.0265,1840028113
Salton City,CA,California,33.2994,-115.9609,1840019374
Sleepy Hollow,CA,California,38.012,-122.5877,1840140381
Lake Mathews,CA,California,33.825,-117.3683,1840075920
McGee Creek,CA,California,37.5727,-118.791,1840075938
Rouse,CA,California,37.6195,-121.0084,1840042936
Hornitos,CA,California,37.5034,-120.242,1840026811
Tipton,CA,California,36.0585,-119.313,1840019039
Stanford,CA,California,37.4252,-122.1674,1840028400
Beverly Hills,CA,California,34.0786,-118.4021,1840019231
Benton,CA,California,37.8189,-118.4845,1840022495
Strawberry,CA,California,37.8925,-122.5078,1840136945
Los Altos Hills,CA,California,37.3672,-122.139,1840021574
Little River,CA,California,39.2703,-123.7817,1840026598
Bucks Lake,CA,California,39.8798,-121.1941,1840028336
Chowchilla,CA,California,37.1095,-120.2349,1840018919
Bishop,CA,California,37.3665,-118.3958,1840018955
University of California-Merced,CA,California,37.3666,-120.419,1840076405
Hartley,CA,California,38.4203,-121.9521,1840024675
Valinda,CA,California,34.04,-117.9301,1840019213
Commerce,CA,California,33.9963,-118.1519,1840019239
Vandenberg AFB,CA,California,34.7483,-120.5182,1840074669
Thermal,CA,California,33.6262,-116.1309,1840025035
Topanga,CA,California,34.0964,-118.6053,1840025006
Temelec,CA,California,38.2577,-122.4982,1840018839
Hasley Canyon,CA,California,34.4817,-118.6665,1840075914
Paynes Creek,CA,California,40.341,-121.9174,1840026515
Malaga,CA,California,36.6816,-119.7318,1840017634
Hawthorne,CA,California,33.9146,-118.3476,1840020486
Cantua Creek,CA,California,36.5001,-120.3164,1840017631
Rancho Tehama Reserve,CA,California,40.001,-122.4418,1840018761
Spring Valley,CA,California,32.7317,-116.9766,1840019343
Belden,CA,California,40.004,-121.2541,1840017512
Lakehead,CA,California,40.9007,-122.3924,1840028161
San Pasqual,CA,California,34.1392,-118.1025,1840028271
Santa Barbara,CA,California,34.4285,-119.7202,1840021829
Highgrove,CA,California,34.0106,-117.3098,1840017986
Nipinnawasee,CA,California,37.4031,-119.7293,1840026814
Kensington,CA,California,37.9084,-122.2805,1840017613
Cazadero,CA,California,38.5265,-123.0978,1840022488
Winton,CA,California,37.3854,-120.6173,1840018933
Garey,CA,California,34.8869,-120.3141,1840024982
Tahoma,CA,California,39.0633,-120.1438,1840026694
Rancho Murieta,CA,California,38.5085,-121.0716,1840028329
Stallion Springs,CA,California,35.0935,-118.6477,1840019132
Mettler,CA,California,35.0635,-118.9729,1840019133
Healdsburg,CA,California,38.6229,-122.8651,1840020242
Farmington,CA,California,37.9299,-121.0044,1840017605
Mayfair,CA,California,36.7694,-119.7612,1840075970
Coronita,CA,California,33.876,-117.611,1840075705
Felton,CA,California,37.0392,-122.0804,1840017651
Hillsborough,CA,California,37.5573,-122.3587,1840021554
Point Reyes Station,CA,California,38.0847,-122.8093,1840018885
Tranquillity,CA,California,36.648,-120.2526,1840018943
Nord,CA,California,39.7739,-121.9548,1840025572
La Habra Heights,CA,California,33.9603,-117.9509,1840020511
Madera Acres,CA,California,37.0123,-120.0799,1840028386
Crest,CA,California,32.8,-116.8671,1840028340
Lakewood,CA,California,33.8471,-118.1221,1840020515
Paradise,CA,California,39.7558,-121.6063,1840022428
Rollingwood,CA,California,37.9655,-122.3305,1840028352
Bridgeport,CA,California,38.2561,-119.2123,1840022496
Bangor,CA,California,39.3761,-121.4117,1840025562
Oak Hills,CA,California,34.3912,-117.4125,1840024934
Freeport,CA,California,38.4636,-121.5022,1840024625
Samoa,CA,California,40.8146,-124.1893,1840026326
Cottonwood,CA,California,40.3904,-122.2861,1840017489
Trinity Center,CA,California,40.9841,-122.7083,1840024177
Lynwood,CA,California,33.924,-118.2017,1840020492
Paskenta,CA,California,39.8834,-122.5457,1840026514
Clear Creek,CA,California,40.3023,-121.0531,1840139955
Eastvale,CA,California,33.9617,-117.5802,1840028421
Greenville,CA,California,40.1336,-120.9454,1840017519
Dollar Point,CA,California,39.1905,-120.1089,1840018814
Tulare,CA,California,36.1996,-119.3401,1840021638
Sunny Slopes,CA,California,37.5694,-118.6759,1840076293
Norwalk,CA,California,33.9069,-118.0829,1840020501
Alpaugh,CA,California,35.8876,-119.4873,1840017690
Point Arena,CA,California,38.9123,-123.6954,1840020190
Coto de Caza,CA,California,33.5961,-117.5862,1840028363
Carpinteria,CA,California,34.3962,-119.5117,1840019187
Berkeley,CA,California,37.8723,-122.276,1840018914
Heber,CA,California,32.7318,-115.5204,1840018034
Airport,CA,California,37.6324,-120.9774,1840075978
Taft,CA,California,35.1267,-119.4243,1840021736
Bystrom,CA,California,37.6199,-120.9827,1840028337
Discovery Bay,CA,California,37.9071,-121.6076,1840018897
Canby,CA,California,41.4477,-120.8843,1840022385
Huntington Park,CA,California,33.98,-118.2167,1840019235
Goleta,CA,California,34.436,-119.8595,1840001783
